unixtime,time,ppfdred1_2,ppfdblue1_2,ppfd1_2,ppfdred2_2,ppfdblue2_2,ppfd2_2,ppfdred3_2,ppfdblue3_2,ppfd3_2,ppfdred4_2,ppfdblue4_2,ppfd4_2,ppfdred5_2,ppfdblue5_2,ppfd5_2,ppfdred6_2,ppfdblue6_2,ppfd6_2,ppfdred7_2,ppfdblue7_2,ppfd7_2,temp_1_2,humd_1_2,temp_2_2,humd_2_2,temp_3_2,humd_3_2,tmp1_2,tmp2_2,tmp3_2,oxy_con_2,co2_con_2
1533744000,09-08-18 00:00,144.8,63.8,208.6,151.7,55.6,207.3,160.9,86.4,247.3,148.6,57.7,206.3,142.7,66.5,209.2,144.7,59.2,203.9,168.4,70.8,239.2,26.07000026702881,99.9000015258789,20.899999618530273,83.80000305175781,26.530000114440917,58.29000015258789,38.93125,38.975,34.8625,18.276999999999997,779.4780000000001
1533758400,09-08-18 04:00,145.0,62.7,207.7,152.0,55.4,207.4,161.0,84.9,245.9,149.0,56.4,205.4,143.0,66.4,209.4,145.0,59.8,204.8,168.0,70.7,238.7,26.19000072479248,99.9000015258789,20.899999618530273,83.80000305175781,27.25999984741211,56.70999984741211,38.4375,38.4375,34.28125,18.313,816.663
1533772800,09-08-18 08:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,24.081818493929777,99.9000015258789,20.899999618530273,83.80000305175781,25.263636328957297,60.063636779785156,24.90340909090909,24.926136363636363,24.181818181818183,18.029999999999998,952.6609090909092
1533787200,09-08-18 12:00,150.0909090909091,61.27272727272727,211.36363636363637,157.8181818181818,52.27272727272727,210.0909090909091,165.54545454545453,84.0,249.54545454545453,152.27272727272728,56.0,208.27272727272728,147.1818181818182,64.45454545454545,211.63636363636363,149.8181818181818,57.27272727272727,207.0909090909091,172.1818181818182,69.45454545454545,241.63636363636363,23.990909229625355,99.9000015258789,20.899999618530273,83.80000305175781,24.51818188753995,64.43636287342419,33.03977272727273,33.22159090909091,30.28409090909091,18.222727272727273,812.9263636363637
1533801600,09-08-18 16:00,144.0,62.6,206.6,151.0,55.2,206.2,160.0,85.5,245.5,147.5,56.8,204.3,142.0,66.3,208.3,144.0,58.9,202.9,167.0,70.6,237.6,25.8899995803833,99.9000015258789,20.899999618530273,83.80000305175781,26.8899995803833,57.829999923706055,38.575,38.55625,34.64375,18.244999999999997,779.7030000000001
1533816000,09-08-18 20:00,144.0,62.9,206.9,150.5,55.0,205.5,159.4,86.0,245.4,147.0,57.0,204.0,141.4,66.2,207.6,144.0,59.1,203.1,166.0,71.1,237.1,26.359999465942384,99.9000015258789,20.899999618530273,83.80000305175781,27.24000015258789,57.02000045776367,38.98125,39.00625,35.125,18.318,804.2059999999999
1533830400,10-08-18 00:00,143.72727272727272,62.36363636363637,206.0909090909091,150.8181818181818,54.90909090909091,205.72727272727272,158.8181818181818,85.45454545454545,244.27272727272728,146.36363636363637,57.27272727272727,203.63636363636363,140.63636363636363,65.72727272727273,206.36363636363637,143.8181818181818,58.90909090909091,202.72727272727272,165.72727272727272,70.81818181818181,236.54545454545453,25.727273074063387,99.9000015258789,20.899999618530273,83.80000305175781,26.309090874411844,60.45454580133612,38.68181818181818,38.72159090909091,34.42613636363637,18.27181818181818,813.4390909090909
1533844800,10-08-18 04:00,144.0,62.0,206.0,151.0,54.63636363636363,205.63636363636363,159.0,84.9090909090909,243.9090909090909,146.0,56.63636363636363,202.63636363636363,141.0,65.45454545454545,206.45454545454547,144.0,58.27272727272727,202.27272727272728,165.45454545454547,70.63636363636364,236.0909090909091,25.8545448996804,99.9000015258789,20.899999618530273,83.80000305175781,27.081818493929777,57.77272761951793,38.21022727272727,38.1875,34.21590909090909,18.20727272727273,848.3181818181819
1533859200,10-08-18 08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,23.899999618530273,99.9000015258789,20.899999618530273,83.80000305175781,25.080000305175783,61.12000007629395,24.7375,24.78125,24.05,17.963,979.0200000000001
1533873600,10-08-18 12:00,147.27272727272728,61.18181818181818,208.45454545454547,155.1818181818182,51.81818181818182,207.0,162.0,83.0909090909091,245.0909090909091,148.63636363636363,56.0,204.63636363636363,143.72727272727272,64.81818181818181,208.54545454545453,147.63636363636363,56.36363636363637,204.0,167.72727272727272,69.0,236.72727272727272,23.954545454545453,99.9000015258789,20.899999618530273,83.80000305175781,24.618181748823687,65.4545451077548,33.6875,33.83522727272727,30.72159090909091,18.146363636363635,891.2809090909091
